measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Russian Federation,Both,5 to 9,Years,2016,67.33690445649658,67.35451968023845,67.32041854563023
Life expectancy,Russian Federation,Male,10 to 14,Years,2016,57.091821426916475,57.11284666825246,57.07124882651382
Life expectancy,Russian Federation,Female,10 to 14,Years,2016,67.53088621729593,67.55736863855718,67.50687639931108
Life expectancy,Russian Federation,Both,10 to 14,Years,2016,62.40221019706247,62.41983550566143,62.38581021363132
Life expectancy,Russian Federation,Male,15 to 19,Years,2016,52.1749830542177,52.19574943547756,52.15461719713239
Life expectancy,Russian Federation,Female,15 to 19,Years,2016,62.60039439865772,62.62686227793017,62.576417559461724
Life expectancy,Russian Federation,Both,15 to 19,Years,2016,57.480194938739345,57.497627334355535,57.463726218532116
Life expectancy,Russian Federation,Male,20 to 24,Years,2016,47.40404545435278,47.42435695974432,47.38398844630692
Life expectancy,Russian Federation,Female,20 to 24,Years,2016,57.722727905179475,57.749037329726974,57.69881258050707
Life expectancy,Russian Federation,Both,20 to 24,Years,2016,52.664615667488576,52.681756797942064,52.64847631516868
Life expectancy,Russian Federation,Male,25 to 29,Years,2016,42.85735966037081,42.87716296368684,42.83786478523454
Life expectancy,Russian Federation,Female,25 to 29,Years,2016,52.87523137113989,52.901296989833185,52.85150134005579
Life expectancy,Russian Federation,Both,25 to 29,Years,2016,47.99011059184181,48.00696772460512,47.97423626673684
Life expectancy,Russian Federation,Male,30 to 34,Years,2016,38.496401992745064,38.515597492870825,38.47748391178398
Life expectancy,Russian Federation,Female,30 to 34,Years,2016,48.110563425499095,48.13614236742193,48.08729579716066
Life expectancy,Russian Federation,Both,30 to 34,Years,2016,43.45890525587162,43.47537114057541,43.44342603399063
Life expectancy,Russian Federation,Male,35 to 39,Years,2016,34.40979042667769,34.428022590850624,34.39152245036
Life expectancy,Russian Federation,Female,35 to 39,Years,2016,43.464818373851564,43.489640528271295,43.442079580736866
Life expectancy,Russian Federation,Both,35 to 39,Years,2016,39.13613153198053,39.15212290705207,39.12122376146765
Life expectancy,Russian Federation,Male,40 to 44,Years,2016,30.538605630568377,30.555487224992298,30.52146786004181
Life expectancy,Russian Federation,Female,40 to 44,Years,2016,38.927821671180155,38.951453353163366,38.90607454383817
Life expectancy,Russian Federation,Both,40 to 44,Years,2016,34.979599180495114,34.99470738137226,34.965424852820284
Life expectancy,Russian Federation,Male,45 to 49,Years,2016,26.67649373783625,26.692040375748725,26.66058587878476
Life expectancy,Russian Federation,Female,45 to 49,Years,2016,34.43899049744152,34.461324304549535,34.418262161403845
Life expectancy,Russian Federation,Both,45 to 49,Years,2016,30.84893719380949,30.863137406990372,30.835448627251438
Life expectancy,Russian Federation,Male,50 to 54,Years,2016,22.952384409165248,22.966610810175858,22.937852275679397
Life expectancy,Russian Federation,Female,50 to 54,Years,2016,30.01757751796502,30.038643986359173,29.99779612667009
Life expectancy,Russian Federation,Both,50 to 54,Years,2016,26.828377766183486,26.841712459434447,26.81573360730828
Life expectancy,Russian Federation,Male,55 to 59,Years,2016,19.476025677841605,19.488520780468328,19.463011834818488
Life expectancy,Russian Federation,Female,55 to 59,Years,2016,25.702988332599578,25.722684208038544,25.684422075577675
Life expectancy,Russian Federation,Both,55 to 59,Years,2016,22.984446137865078,22.996925958630477,22.972614823297945
Life expectancy,Russian Federation,Male,60 to 64,Years,2016,16.267295471284527,16.27837238589991,16.255896056170116
Life expectancy,Russian Federation,Female,60 to 64,Years,2016,21.53691779418123,21.555363502740043,21.519846534873007
Life expectancy,Russian Federation,Both,60 to 64,Years,2016,19.339672715606522,19.351446227573717,19.32843596650631
Life expectancy,Russian Federation,Male,65 to 69,Years,2016,13.501190142816188,13.510837256141008,13.491211985352926
Life expectancy,Russian Federation,Female,65 to 69,Years,2016,17.577429048957676,17.594415601910544,17.56171086997711
Life expectancy,Russian Federation,Both,65 to 69,Years,2016,15.989592563412552,16.000742528850147,15.979132561141393
Life expectancy,Russian Federation,Male,70 to 74,Years,2016,10.869057878026485,10.877400654721296,10.860519463880102
Life expectancy,Russian Federation,Female,70 to 74,Years,2016,13.855824489664654,13.871015166954107,13.84188215231323
Life expectancy,Russian Federation,Both,70 to 74,Years,2016,12.792849770862398,12.802988231325598,12.783489868381224
Life expectancy,Russian Federation,Male,75 to 79,Years,2016,8.700069338916625,8.706726502122393,8.693247373982038
Life expectancy,Russian Federation,Female,75 to 79,Years,2016,10.529223643974527,10.541822834116633,10.517493673124203
Life expectancy,Russian Federation,Both,75 to 79,Years,2016,9.951929321657467,9.96073282714943,9.943635252396213
Life expectancy,Russian Federation,Male,<1 year,Years,2016,66.45579354128799,66.47860130638203,66.43254714694126
Life expectancy,Russian Federation,Female,<1 year,Years,2016,76.96858226717801,76.99686988406744,76.94155536971009
Life expectancy,Russian Federation,Both,<1 year,Years,2016,71.79402507578801,71.81252443131163,71.77569493424707
Life expectancy,Russian Federation,Male,80 to 84,Years,2016,6.933451829090313,6.938453668905116,6.928384708084352
Life expectancy,Russian Federation,Female,80 to 84,Years,2016,7.738856495693461,7.748237212615528,7.72997028217369
Life expectancy,Russian Federation,Both,80 to 84,Years,2016,7.510255725498227,7.517220291112187,7.503604419540293
Life expectancy,Russian Federation,Male,85 to 89,Years,2016,5.476325871996561,5.479777723961691,5.473034287417481
Life expectancy,Russian Federation,Female,85 to 89,Years,2016,5.5090708754445235,5.515786667351851,5.502810763331329
Life expectancy,Russian Federation,Both,85 to 89,Years,2016,5.498460150717747,5.503617920048431,5.493421070343072
Life expectancy,Russian Federation,Male,90 to 94,Years,2016,3.962980156140078,3.964974505426204,3.9610735576715568
Life expectancy,Russian Federation,Female,90 to 94,Years,2016,3.8172828941956434,3.821303214504208,3.813262665285828
Life expectancy,Russian Federation,Both,90 to 94,Years,2016,3.845104460642653,3.848460034861796,3.841788523356545
Life expectancy,Russian Federation,Male,1 to 4,Years,1999,60.23013041587853,60.271215389133175,60.18224144720408
Life expectancy,Russian Federation,Female,1 to 4,Years,1999,72.66308883974274,72.70138635886327,72.62555433100752
Life expectancy,Russian Federation,Both,1 to 4,Years,1999,66.26045479394115,66.29627990158836,66.22261838357184
Life expectancy,Russian Federation,Male,5 to 9,Years,1999,56.49843157449704,56.511862813443614,56.48385842591852
Life expectancy,Russian Federation,Female,5 to 9,Years,1999,68.91933033776634,68.93483984054446,68.9035424106977
Life expectancy,Russian Federation,Both,5 to 9,Years,1999,62.52573342456796,62.536505681619474,62.514566016521044
Life expectancy,Russian Federation,Male,10 to 14,Years,1999,51.666187511123574,51.679920981011975,51.65205836813736
Life expectancy,Russian Federation,Female,10 to 14,Years,1999,64.04835586069575,64.06433524842916,64.03262397700257
Life expectancy,Russian Federation,Both,10 to 14,Years,1999,57.67801753545879,57.688677800972044,57.66707419463323
Life expectancy,Russian Federation,Male,15 to 19,Years,1999,46.81473131657646,46.8283298849048,46.80058975784921
Life expectancy,Russian Federation,Female,15 to 19,Years,1999,59.14917549211265,59.1650497197029,59.133549269753104
Life expectancy,Russian Federation,Both,15 to 19,Years,1999,52.80730495721625,52.81772083034941,52.79651146698808
Life expectancy,Russian Federation,Male,20 to 24,Years,1999,42.26023077873856,42.27333137681046,42.246525538641436
Life expectancy,Russian Federation,Female,20 to 24,Years,1999,54.37171189071567,54.38730158571099,54.35630413057631
Life expectancy,Russian Federation,Both,20 to 24,Years,1999,48.16124421676219,48.171492342281745,48.15058544919655
Life expectancy,Russian Federation,Male,25 to 29,Years,1999,38.14701469544847,38.15943464398019,38.13392667536007
Life expectancy,Russian Federation,Female,25 to 29,Years,1999,49.64835114663409,49.66387980557342,49.63326871573693
Life expectancy,Russian Federation,Both,25 to 29,Years,1999,43.793537515387364,43.803471314893706,43.783263445293045
Life expectancy,Russian Federation,Male,30 to 34,Years,1999,34.09698235373946,34.10879968372149,34.08442532688428
Life expectancy,Russian Federation,Female,30 to 34,Years,1999,44.938846546120644,44.95395201282727,44.92405743997655
Life expectancy,Russian Federation,Both,30 to 34,Years,1999,39.472618380958465,39.48208649179832,39.46261930715218
Life expectancy,Russian Federation,Male,35 to 39,Years,1999,30.1255744443212,30.136818888680214,30.11365702897853
Life expectancy,Russian Federation,Female,35 to 39,Years,1999,40.27782917530313,40.292518877753096,40.263466014680745
Life expectancy,Russian Federation,Both,35 to 39,Years,1999,35.21916839619971,35.228358616452134,35.20968900153843
Life expectancy,Russian Federation,Male,40 to 44,Years,1999,26.2909200071448,26.30138059559113,26.27981825626229
Life expectancy,Russian Federation,Female,40 to 44,Years,1999,35.687516711240505,35.70161258072111,35.67371172151721
Life expectancy,Russian Federation,Both,40 to 44,Years,1999,31.077623326351443,31.08635740131357,31.068698864076115
Life expectancy,Russian Federation,Male,45 to 49,Years,1999,22.690553408305146,22.700147864407498,22.680466120025763
Life expectancy,Russian Federation,Female,45 to 49,Years,1999,31.208827373943876,31.222209433089546,31.19563434720732
Life expectancy,Russian Federation,Both,45 to 49,Years,1999,27.11941624808669,27.12760524987398,27.11104993813226
Life expectancy,Russian Federation,Male,50 to 54,Years,1999,19.377913790110675,19.38650546621342,19.368731411150165
Life expectancy,Russian Federation,Female,50 to 54,Years,1999,26.895969999312047,26.908514128404175,26.883561457459198
Life expectancy,Russian Federation,Both,50 to 54,Years,1999,23.39888066320479,23.406364871140322,23.39113244765857
Life expectancy,Russian Federation,Male,55 to 59,Years,1999,16.337325863486853,16.344764787617404,16.329423379231354
Life expectancy,Russian Federation,Female,55 to 59,Years,1999,22.769723341990108,22.781406906390977,22.75807754064027
Life expectancy,Russian Federation,Both,55 to 59,Years,1999,19.913620146559246,19.92083040759427,19.906511293170567
Life expectancy,Russian Federation,Male,60 to 64,Years,1999,13.55036399149431,13.556797557240383,13.543598193809194
Life expectancy,Russian Federation,Female,60 to 64,Years,1999,18.821320808220364,18.832085404927327,18.81068506361948
Life expectancy,Russian Federation,Both,60 to 64,Years,1999,16.612365088825268,16.61903143033669,16.60590020465655
Life expectancy,Russian Federation,Male,65 to 69,Years,1999,11.192637028175415,11.198131701710789,11.186829044110892
Life expectancy,Russian Federation,Female,65 to 69,Years,1999,15.141287002055293,15.151014222639215,15.131848552357125
Life expectancy,Russian Federation,Both,65 to 69,Years,1999,13.645491049219718,13.651871118723903,13.639504569462506
Life expectancy,Russian Federation,Male,70 to 74,Years,1999,9.005313223407247,9.009771692254343,9.000577442525955
Life expectancy,Russian Federation,Female,70 to 74,Years,1999,11.768308618622038,11.776626176512814,11.760183057129092
Life expectancy,Russian Federation,Both,70 to 74,Years,1999,10.875275772197288,10.880945609354503,10.869755158573037
Life expectancy,Russian Federation,Male,75 to 79,Years,1999,7.124390667825629,7.127754065987821,7.120666067885635
Life expectancy,Russian Federation,Female,75 to 79,Years,1999,8.815150735974854,8.821843016880937,8.808621595102126
Life expectancy,Russian Federation,Both,75 to 79,Years,1999,8.381191599777287,8.3861720882488,8.376456253608158
Life expectancy,Russian Federation,Male,<1 year,Years,1999,60.07803526517067,60.10227558148417,60.05418596102968
Life expectancy,Russian Federation,Female,<1 year,Years,1999,72.6391053978567,72.66516530491243,72.61541662252581
Life expectancy,Russian Federation,Both,<1 year,Years,1999,66.15533087890712,66.17332067523007,66.13696107075924
Life expectancy,Russian Federation,Male,80 to 84,Years,1999,5.345337013173597,5.347704021650845,5.3428342158785656
Life expectancy,Russian Federation,Female,80 to 84,Years,1999,6.359668302709942,6.364718813657308,6.3547575886699565
Life expectancy,Russian Federation,Both,80 to 84,Years,1999,6.1346887502519625,6.138611958484538,6.130941544537633
Life expectancy,Russian Federation,Male,85 to 89,Years,1999,3.7281923243411423,3.7297248495982256,3.7265812895397366
Life expectancy,Russian Federation,Female,85 to 89,Years,1999,4.258966030765756,4.2626499269083125,4.255330043601302
Life expectancy,Russian Federation,Both,85 to 89,Years,1999,4.157563444785944,4.160526331469773,4.154601992045167
Life expectancy,Russian Federation,Male,90 to 94,Years,1999,2.9572238156841784,2.9581643550019376,2.956260233131644
Life expectancy,Russian Federation,Female,90 to 94,Years,1999,2.9873093931522625,2.9901409775362917,2.9845967116269536
Life expectancy,Russian Federation,Both,90 to 94,Years,1999,2.97917359894884,2.9815887543907182,2.9768905164327792
Life expectancy,Russian Federation,Male,1 to 4,Years,2017,66.20596851877191,66.3415645931764,66.07820429870961
Life expectancy,Russian Federation,Female,1 to 4,Years,2017,76.64261275413233,76.759340569448,76.5288174329222
Life expectancy,Russian Federation,Both,1 to 4,Years,2017,71.51082542323462,71.60485712549018,71.42042907271883
Life expectancy,Russian Federation,Male,5 to 9,Years,2017,62.310525217416185,62.440798846654864,62.18880966555765
Life expectancy,Russian Federation,Female,5 to 9,Years,2017,72.73459724754859,72.84955948222105,72.6249106999205
Life expectancy,Russian Federation,Both,5 to 9,Years,2017,67.61060007670936,67.704682271189,67.52359065026803
Life expectancy,Russian Federation,Male,10 to 14,Years,2017,57.379235713281716,57.50982376434983,57.257710756760474
Life expectancy,Russian Federation,Female,10 to 14,Years,2017,67.79280602228177,67.90778127650435,67.68294751314079
Life expectancy,Russian Federation,Both,10 to 14,Years,2017,62.67523631289069,62.7697822189525,62.58802193882222
Life expectancy,Russian Federation,Male,15 to 19,Years,2017,52.461019586654615,52.591608393945506,52.33976596442098
Life expectancy,Russian Federation,Female,15 to 19,Years,2017,62.86073807680583,62.975269728160455,62.751279188504455
Life expectancy,Russian Federation,Both,15 to 19,Years,2017,57.75172111841457,57.84640436465918,57.66451125015129
Life expectancy,Russian Federation,Male,20 to 24,Years,2017,47.68598215333931,47.815222367021065,47.566006322577294
Life expectancy,Russian Federation,Female,20 to 24,Years,2017,57.98005454123325,58.09349772958681,57.87186622914834
Life expectancy,Russian Federation,Both,20 to 24,Years,2017,52.93242200304915,53.026427476803065,52.84615566941589
Life expectancy,Russian Federation,Male,25 to 29,Years,2017,43.132413581359174,43.25964784029255,43.014577047779646
Life expectancy,Russian Federation,Female,25 to 29,Years,2017,53.12657586582725,53.2385767997859,53.01974055807442
Life expectancy,Russian Federation,Both,25 to 29,Years,2017,48.2512604083325,48.34326074426899,48.16686347335757
Life expectancy,Russian Federation,Male,30 to 34,Years,2017,38.764407228864286,38.887874115792435,38.65011190581833
Life expectancy,Russian Federation,Female,30 to 34,Years,2017,48.355843801948204,48.46534787876385,48.25088711899053
Life expectancy,Russian Federation,Both,30 to 34,Years,2017,43.71307351294893,43.802250133744266,43.6311917015822
Life expectancy,Russian Federation,Male,35 to 39,Years,2017,34.665555118946315,34.78325107554501,34.556709932229644
Life expectancy,Russian Federation,Female,35 to 39,Years,2017,43.697301468516024,43.803298923880384,43.59520012123722
Life expectancy,Russian Federation,Both,35 to 39,Years,2017,39.37755419933823,39.464031133472474,39.29908978188458
Life expectancy,Russian Federation,Male,40 to 44,Years,2017,30.772959626926013,30.88245968106565,30.67128839099163
Life expectancy,Russian Federation,Female,40 to 44,Years,2017,39.144481480053614,39.245721152288,39.04699168923436
Life expectancy,Russian Federation,Both,40 to 44,Years,2017,35.2021092857212,35.28253212234788,35.128099365462646
Life expectancy,Russian Federation,Male,45 to 49,Years,2017,26.892477295530142,26.993517468187218,26.79815662617157
Life expectancy,Russian Federation,Female,45 to 49,Years,2017,34.64185141778073,34.738099048848646,34.54823396234179
Life expectancy,Russian Federation,Both,45 to 49,Years,2017,31.053574394633106,31.12962533871045,30.98289759662877
Life expectancy,Russian Federation,Male,50 to 54,Years,2017,23.15054973839368,23.243064720510286,23.065429435231728
Life expectancy,Russian Federation,Female,50 to 54,Years,2017,30.20797497148371,30.29924429050982,30.118519599075842
Life expectancy,Russian Federation,Both,50 to 54,Years,2017,27.016717861306372,27.087144060213987,26.95029078714393
Life expectancy,Russian Federation,Male,55 to 59,Years,2017,19.654446047047898,19.73819220519185,19.57776985725916
Life expectancy,Russian Federation,Female,55 to 59,Years,2017,25.881212038443646,25.96692363996307,25.79672474942675
Life expectancy,Russian Federation,Both,55 to 59,Years,2017,23.156032765845328,23.22112171630888,23.09531353595531
Life expectancy,Russian Federation,Male,60 to 64,Years,2017,16.42531815553076,16.500114807483573,16.356578289569573
Life expectancy,Russian Federation,Female,60 to 64,Years,2017,21.70249641284878,21.781364700368425,21.623519852803707
Life expectancy,Russian Federation,Both,60 to 64,Years,2017,19.494251165727704,19.55414721174014,19.438269552485977
Life expectancy,Russian Federation,Male,65 to 69,Years,2017,13.637497993345695,13.702638782621927,13.575192642768295
Life expectancy,Russian Federation,Female,65 to 69,Years,2017,17.726973683393005,17.799475011072744,17.655354286335058
Life expectancy,Russian Federation,Both,65 to 69,Years,2017,16.124933642217698,16.17842762976362,16.073034747458216
Life expectancy,Russian Federation,Male,70 to 74,Years,2017,10.986407793389297,11.043395821190613,10.93216302191468
Life expectancy,Russian Federation,Female,70 to 74,Years,2017,13.990381437191136,14.055500935992715,13.925945346013556
Life expectancy,Russian Federation,Both,70 to 74,Years,2017,12.908676136879905,12.957489148597642,12.862984404709213
Life expectancy,Russian Federation,Male,75 to 79,Years,2017,8.792910573779293,8.840006045858999,8.749414275326705
Life expectancy,Russian Federation,Female,75 to 79,Years,2017,10.63602486452358,10.690680220080921,10.5820214820039
Life expectancy,Russian Federation,Both,75 to 79,Years,2017,10.056920177687383,10.099460533328537,10.017485753032394
Life expectancy,Russian Federation,Male,<1 year,Years,2017,66.75223254691795,66.8888488309427,66.62625516351713
Life expectancy,Russian Federation,Female,<1 year,Years,2017,77.23863875808381,77.35771277476445,77.12113502579369
Life expectancy,Russian Federation,Both,<1 year,Years,2017,72.07582280924206,72.17492342442655,71.9810533445904
Life expectancy,Russian Federation,Male,80 to 84,Years,2017,6.993294908738009,7.029658817920679,6.9608225183928445
Life expectancy,Russian Federation,Female,80 to 84,Years,2017,7.824326029708859,7.865878082835697,7.782915419093608
Life expectancy,Russian Federation,Both,80 to 84,Years,2017,7.589530493634495,7.623245833576427,7.5589507871896275
Life expectancy,Russian Federation,Male,85 to 89,Years,2017,5.510913040257348,5.5375782357399235,5.487708801103417
Life expectancy,Russian Federation,Female,85 to 89,Years,2017,5.564054446887226,5.5934708823409345,5.534485849778193
Life expectancy,Russian Federation,Both,85 to 89,Years,2017,5.549117842143247,5.5747597369968345,5.526193029159862
Life expectancy,Russian Federation,Male,90 to 94,Years,2017,3.982029226743817,3.997855021749863,3.9677306398280616
Life expectancy,Russian Federation,Female,90 to 94,Years,2017,3.8514339788730094,3.8696834853294284,3.8339172858772885
Life expectancy,Russian Federation,Both,90 to 94,Years,2017,3.8774763682517768,3.893095611161181,3.863307592962815
Life expectancy,Russian Federation,Male,1 to 4,Years,1990,64.25164464105448,64.30468561407785,64.19955494568357
Life expectancy,Russian Federation,Female,1 to 4,Years,1990,74.62856522701414,74.67574203695428,74.57940926933613
Life expectancy,Russian Federation,Both,1 to 4,Years,1990,69.66613003193801,69.71224531283967,69.6192239681516
Life expectancy,Russian Federation,Male,5 to 9,Years,1990,60.530339865531275,60.55158067886857,60.50837680951216
Life expectancy,Russian Federation,Female,5 to 9,Years,1990,70.8756362360284,70.89678047251383,70.85534059436681
Life expectancy,Russian Federation,Both,5 to 9,Years,1990,65.93340700658698,65.94947095824965,65.91771155013045
Life expectancy,Russian Federation,Male,10 to 14,Years,1990,55.73021693470717,55.75174171145752,55.70792994783425
Life expectancy,Russian Federation,Female,10 to 14,Years,1990,66.00266796307166,66.02372825635409,65.98225197111324
Life expectancy,Russian Federation,Both,10 to 14,Years,1990,61.10238280233779,61.11895076972933,61.08672956315701
Life expectancy,Russian Federation,Male,15 to 19,Years,1990,50.88804440086886,50.909431156378346,50.865833742905814
Life expectancy,Russian Federation,Female,15 to 19,Years,1990,61.09652221149806,61.11748200432065,61.07626383283343
Life expectancy,Russian Federation,Both,15 to 19,Years,1990,56.23315912983273,56.249395364194974,56.217452561507216
Life expectancy,Russian Federation,Male,20 to 24,Years,1990,46.26163810449556,46.282453280091794,46.24013265782578
Life expectancy,Russian Federation,Female,20 to 24,Years,1990,56.276566955224354,56.29730191106693,56.25663676741568
Life expectancy,Russian Federation,Both,20 to 24,Years,1990,51.5257603533873,51.5417595805789,51.510369233303464
Life expectancy,Russian Federation,Male,25 to 29,Years,1990,41.82126588336915,41.84107502063085,41.80077512986578
Life expectancy,Russian Federation,Female,25 to 29,Years,1990,51.4609336741778,51.48138966900199,51.44140938430519
Life expectancy,Russian Federation,Both,25 to 29,Years,1990,46.927461658756634,46.94297922169866,46.91248477090153
Life expectancy,Russian Federation,Male,30 to 34,Years,1990,37.45902633651894,37.477858622794535,37.4396294701226
Life expectancy,Russian Federation,Female,30 to 34,Years,1990,46.647371582640865,46.667511323255894,46.62789919739977
Life expectancy,Russian Federation,Both,30 to 34,Years,1990,42.375518759402496,42.39026724557825,42.36116583962961
Life expectancy,Russian Federation,Male,35 to 39,Years,1990,33.19900372879289,33.216767877987664,33.180911031826895
