measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Belarus,Male,<1 year,Years,1990,66.07168092462373,66.30344389694733,65.83038695888372
Life expectancy,Belarus,Female,<1 year,Years,1990,75.70514526408535,75.91090029325237,75.48472475264658
Life expectancy,Belarus,Both,<1 year,Years,1990,71.09055736525895,71.29386463349171,70.8653880591094
Life expectancy,Estonia,Male,<1 year,Years,1990,64.71088833979944,64.90290004817734,64.51896073358499
Life expectancy,Estonia,Female,<1 year,Years,1990,74.97689679190977,75.22201439365894,74.7327905504802
Life expectancy,Estonia,Both,<1 year,Years,1990,69.96700795690457,70.13550139329867,69.7982984893688
Life expectancy,Latvia,Male,<1 year,Years,1990,64.58628781488555,64.75595218795779,64.43099159106785
Life expectancy,Latvia,Female,<1 year,Years,1990,74.7141865329222,74.9058713560758,74.52728943956569
Life expectancy,Latvia,Both,<1 year,Years,1990,69.79393048796419,69.91848099418294,69.66531910313935
Life expectancy,Lithuania,Male,<1 year,Years,1990,66.39206010617515,66.54534036360869,66.24564392483941
Life expectancy,Lithuania,Female,<1 year,Years,1990,76.1685107212803,76.3410798999811,75.98737792839655
Life expectancy,Lithuania,Both,<1 year,Years,1990,71.38716406274747,71.51199857595826,71.26797869024081
Life expectancy,Moldova,Male,<1 year,Years,1990,64.45151677199672,64.72000886292653,64.19079149547031
Life expectancy,Moldova,Female,<1 year,Years,1990,71.4418966766616,71.68081642396358,71.20872851784344
Life expectancy,Moldova,Both,<1 year,Years,1990,68.04490559881249,68.29105318453641,67.80725833055797
Life expectancy,Russian Federation,Male,<1 year,Years,1990,64.01510764388672,64.04284723334543,63.9858640239758
Life expectancy,Russian Federation,Female,<1 year,Years,1990,74.58873688469016,74.61699984693736,74.56252504533968
Life expectancy,Russian Federation,Both,<1 year,Years,1990,69.50599671549668,69.52598413987043,69.48713248551223
Life expectancy,Ukraine,Male,<1 year,Years,1990,65.50261150029827,65.7228322617429,65.26167939714094
Life expectancy,Ukraine,Female,<1 year,Years,1990,74.72512189102041,74.93772358753684,74.50458513832756
Life expectancy,Ukraine,Both,<1 year,Years,1990,70.32884181393597,70.52287229113129,70.13081095970432
Life expectancy,Andorra,Male,<1 year,Years,1990,76.14115688181494,77.33348917045186,74.71351133026201
Life expectancy,Andorra,Female,<1 year,Years,1990,82.67401510057066,84.57037822541072,80.83734157605758
Life expectancy,Andorra,Both,<1 year,Years,1990,78.99798729990502,79.99705251871917,77.78504715020841
Life expectancy,Austria,Male,<1 year,Years,1990,72.40998554388253,72.52195051821744,72.29622610990266
Life expectancy,Austria,Female,<1 year,Years,1990,78.8865734089589,79.01750437902194,78.75202230823439
Life expectancy,Austria,Both,<1 year,Years,1990,75.83114654170359,75.92474718516208,75.73465913583766
Life expectancy,Belgium,Male,<1 year,Years,1990,72.72159134007387,72.82567552187284,72.61890045909108
Life expectancy,Belgium,Female,<1 year,Years,1990,79.27789205716907,79.40110462159059,79.15320794279525
Life expectancy,Belgium,Both,<1 year,Years,1990,76.03862478657469,76.11903851920529,75.95968126709545
Life expectancy,Cyprus,Male,<1 year,Years,1990,73.56033507864545,73.76841511024008,73.35192528847584
Life expectancy,Cyprus,Female,<1 year,Years,1990,78.31755648860613,78.52555779224718,78.0935621245626
Life expectancy,Cyprus,Both,<1 year,Years,1990,75.90544650471386,76.06638492503795,75.74757995365223
Life expectancy,Denmark,Male,<1 year,Years,1990,72.2449820621417,72.37951089234966,72.10567359574982
Life expectancy,Denmark,Female,<1 year,Years,1990,77.76286627488582,77.9241804846353,77.60914573924829
Life expectancy,Denmark,Both,<1 year,Years,1990,75.00184370376782,75.10753586890277,74.8975128922345
Life expectancy,Finland,Male,<1 year,Years,1990,71.02709233985479,71.15517547961564,70.89655487438584
Life expectancy,Finland,Female,<1 year,Years,1990,79.10743405629236,79.26268633406508,78.94503211649973
Life expectancy,Finland,Both,<1 year,Years,1990,75.13733400044349,75.24340141300527,75.0313381991232
Life expectancy,France,Male,<1 year,Years,1990,72.9872549713932,73.0355804324411,72.9425336283941
Life expectancy,France,Female,<1 year,Years,1990,81.06958568374944,81.12267489784216,81.01163649766788
Life expectancy,France,Both,<1 year,Years,1990,77.0275055245187,77.0650494750271,76.99187041814336
Life expectancy,Germany,Male,<1 year,Years,1990,72.13078650103728,72.16852384652364,72.09568887364003
Life expectancy,Germany,Female,<1 year,Years,1990,78.59694933843195,78.64629212190881,78.54867867653526
Life expectancy,Germany,Both,<1 year,Years,1990,75.54306949714065,75.57525143748259,75.51250487020518
Life expectancy,Greece,Male,<1 year,Years,1990,74.68857522303442,74.80136325486058,74.5777355453198
Life expectancy,Greece,Female,<1 year,Years,1990,80.41578720087294,80.53970635801848,80.28712439975169
Life expectancy,Greece,Both,<1 year,Years,1990,77.50698593881192,77.59404392454826,77.42167977990773
Life expectancy,Iceland,Male,<1 year,Years,1990,75.55843642664155,75.90234233500753,75.20213199304631
Life expectancy,Iceland,Female,<1 year,Years,1990,80.15616376526873,80.50000915002046,79.81914351758182
Life expectancy,Iceland,Both,<1 year,Years,1990,77.83957114171069,78.09590787779311,77.58192889487961
Life expectancy,Ireland,Male,<1 year,Years,1990,72.24908244500206,72.40953482254717,72.08887990627652
Life expectancy,Ireland,Female,<1 year,Years,1990,77.59579661623201,77.79014342018418,77.40379738907963
Life expectancy,Ireland,Both,<1 year,Years,1990,74.85821091796647,74.98310123922495,74.72559959715564
Life expectancy,Israel,Male,<1 year,Years,1990,75.78695130533768,75.95387923586405,75.63198755354023
Life expectancy,Israel,Female,<1 year,Years,1990,78.94692939818405,79.12207397246502,78.75335407342551
Life expectancy,Israel,Both,<1 year,Years,1990,77.41284038930027,77.54478932481219,77.27690213120223
Life expectancy,Italy,Male,<1 year,Years,1990,73.74284201253816,73.78977170953486,73.69485591592094
Life expectancy,Italy,Female,<1 year,Years,1990,80.29494178355452,80.35517276591163,80.23854136672236
Life expectancy,Italy,Both,<1 year,Years,1990,77.06562316698012,77.10842374474788,77.0260181526467
Life expectancy,Luxembourg,Male,<1 year,Years,1990,71.81208424941316,72.07110693202075,71.56430256903012
Life expectancy,Luxembourg,Female,<1 year,Years,1990,78.8859034962631,79.15361557220594,78.612241544572
Life expectancy,Luxembourg,Both,<1 year,Years,1990,75.40020043036427,75.58961457986884,75.21620763493681
Life expectancy,Malta,Male,<1 year,Years,1990,74.17852969658465,74.41273779522928,73.94117877722077
Life expectancy,Malta,Female,<1 year,Years,1990,78.76166609289122,79.03748861762907,78.46625768329456
Life expectancy,Malta,Both,<1 year,Years,1990,76.51487469669065,76.71382425337423,76.3050398132651
Life expectancy,Netherlands,Male,<1 year,Years,1990,73.77994673729725,73.87036177446136,73.69760378886025
Life expectancy,Netherlands,Female,<1 year,Years,1990,80.12841091111889,80.22940793319586,80.03351568877495
Life expectancy,Netherlands,Both,<1 year,Years,1990,77.0009488231547,77.07511144096516,76.93112775683647
Life expectancy,Norway,Male,<1 year,Years,1990,73.40225369990303,73.48836282734959,73.31175390080136
Life expectancy,Norway,Female,<1 year,Years,1990,79.9799192036974,80.06748219231318,79.88588617597355
Life expectancy,Norway,Both,<1 year,Years,1990,76.64530216653716,76.71206572482666,76.57304742002192
Life expectancy,Portugal,Male,<1 year,Years,1990,70.65635146588372,70.76233196898012,70.54952789886146
Life expectancy,Portugal,Female,<1 year,Years,1990,77.59530211486293,77.71561321014521,77.47431191312529
Life expectancy,Portugal,Both,<1 year,Years,1990,74.13033260772079,74.21433155235577,74.05079791084232
Life expectancy,Spain,Male,<1 year,Years,1990,73.48555608664562,73.54098626559284,73.4276289959688
Life expectancy,Spain,Female,<1 year,Years,1990,80.5140668944628,80.58590493665568,80.44596114063049
Life expectancy,Spain,Both,<1 year,Years,1990,77.0037819691975,77.05288743867366,76.9600687221524
Life expectancy,Sweden,Male,<1 year,Years,1990,74.95009809052931,75.06348922220053,74.83767413127983
Life expectancy,Sweden,Female,<1 year,Years,1990,80.52097598939342,80.64506976135182,80.39444948254622
Life expectancy,Sweden,Both,<1 year,Years,1990,77.72773629515848,77.81674531420998,77.64254546404943
Life expectancy,Switzerland,Male,<1 year,Years,1990,74.41522860180459,74.54674211056205,74.28999403692741
Life expectancy,Switzerland,Female,<1 year,Years,1990,81.13509744420092,81.27706447038553,80.98729472759742
Life expectancy,Switzerland,Both,<1 year,Years,1990,77.8236756722238,77.93005622926341,77.71536561736998
Life expectancy,United Kingdom,Male,<1 year,Years,1990,72.93543889319005,72.96377886898564,72.90496193670482
Life expectancy,United Kingdom,Female,<1 year,Years,1990,78.47514090832476,78.50896657441513,78.44261916427901
Life expectancy,United Kingdom,Both,<1 year,Years,1990,75.76741984937331,75.79062194345265,75.74296759771377
Life expectancy,Albania,Male,<1 year,Years,1993,70.36582232971548,70.67320334754973,70.0601493317641
Life expectancy,Albania,Female,<1 year,Years,1993,77.83325785935726,78.17035707627144,77.47572085197665
Life expectancy,Albania,Both,<1 year,Years,1993,73.86089365054556,74.16114453302778,73.55436039835827
Life expectancy,Bosnia and Herzegovina,Male,<1 year,Years,1993,64.44190304537814,65.65288592686424,63.3106106141337
Life expectancy,Bosnia and Herzegovina,Female,<1 year,Years,1993,73.14553715519149,74.45234327680187,71.94175057665466
Life expectancy,Bosnia and Herzegovina,Both,<1 year,Years,1993,68.62183625943979,69.51596423913486,67.73143948616129
Life expectancy,Bulgaria,Male,<1 year,Years,1993,67.77084752183941,67.87560455919548,67.66123803783195
Life expectancy,Bulgaria,Female,<1 year,Years,1993,75.55552205776164,75.67088769491559,75.42578190904128
Life expectancy,Bulgaria,Both,<1 year,Years,1993,71.47956181579501,71.56544770293286,71.39255758571764
Life expectancy,Croatia,Male,<1 year,Years,1993,68.70991054817165,68.84472574200318,68.57035575652134
Life expectancy,Croatia,Female,<1 year,Years,1993,76.9579499125307,77.14290378595248,76.76899114635219
Life expectancy,Croatia,Both,<1 year,Years,1993,72.84428075647844,72.96304115868949,72.71649415759467
Life expectancy,Czech Republic,Male,<1 year,Years,1993,69.25376203593491,69.34021685458404,69.16031618784692
Life expectancy,Czech Republic,Female,<1 year,Years,1993,76.47118790149327,76.58480669369294,76.35760820059801
Life expectancy,Czech Republic,Both,<1 year,Years,1993,72.87308870534001,72.94959858058782,72.79615157188846
Life expectancy,Hungary,Male,<1 year,Years,1993,64.7247790835149,64.8065574674298,64.64389443556162
Life expectancy,Hungary,Female,<1 year,Years,1993,73.97738926271009,74.08725081968575,73.86307465965045
Life expectancy,Hungary,Both,<1 year,Years,1993,69.2209477298713,69.29531766836301,69.14438568509779
Life expectancy,Macedonia,Male,<1 year,Years,1993,69.19374720013083,69.39726209765354,69.00261616737872
Life expectancy,Macedonia,Female,<1 year,Years,1993,75.06579575445369,75.31019718914655,74.81356269355369
Life expectancy,Macedonia,Both,<1 year,Years,1993,71.96031023985104,72.1279433659154,71.79173948406108
Life expectancy,Montenegro,Male,<1 year,Years,1993,71.26223940818701,71.74928334135699,70.7647697893958
Life expectancy,Montenegro,Female,<1 year,Years,1993,77.64297572953879,78.0093677873449,77.27551210292215
Life expectancy,Montenegro,Both,<1 year,Years,1993,74.45480285470275,74.76788602475537,74.09525608340694
Life expectancy,Poland,Male,<1 year,Years,1993,67.66129849201452,67.71059651052714,67.60881743221388
Life expectancy,Poland,Female,<1 year,Years,1993,76.32581864081982,76.39135360833946,76.26019521312645
Life expectancy,Poland,Both,<1 year,Years,1993,71.95132996657944,71.99327502353147,71.90747563097602
Life expectancy,Romania,Male,<1 year,Years,1993,66.09331335210038,66.16148076423593,66.01827535259321
Life expectancy,Romania,Female,<1 year,Years,1993,73.37437933737816,73.46030269552928,73.29283296338247
Life expectancy,Romania,Both,<1 year,Years,1993,69.62166321848997,69.6818147675273,69.56814821264186
Life expectancy,Serbia,Male,<1 year,Years,1993,68.0731274905831,69.014766035403,67.15492288181099
Life expectancy,Serbia,Female,<1 year,Years,1993,74.74851789052019,75.76067033077786,73.85387921470749
Life expectancy,Serbia,Both,<1 year,Years,1993,71.29710709171133,72.01898918470474,70.63075458631295
Life expectancy,Slovakia,Male,<1 year,Years,1993,67.90350782129745,68.02574313125407,67.77994749351126
Life expectancy,Slovakia,Female,<1 year,Years,1993,76.27967768345223,76.43209475833328,76.13306575542022
Life expectancy,Slovakia,Both,<1 year,Years,1993,72.03797623306701,72.13948312325583,71.9405657584211
Life expectancy,Slovenia,Male,<1 year,Years,1993,69.35961251133567,69.54418877891213,69.16729524075944
Life expectancy,Slovenia,Female,<1 year,Years,1993,77.66708782273474,77.89527507356068,77.43692152198895
Life expectancy,Slovenia,Both,<1 year,Years,1993,73.57392516267414,73.72478592271031,73.42473368150254
Life expectancy,Belarus,Male,<1 year,Years,1993,63.62033176957915,63.82726513785844,63.37700326550874
Life expectancy,Belarus,Female,<1 year,Years,1993,74.51111433777564,74.70985661581769,74.29808940901671
Life expectancy,Belarus,Both,<1 year,Years,1993,69.08451077202405,69.27315651943933,68.86288614860678
Life expectancy,Estonia,Male,<1 year,Years,1993,62.4339492942981,62.629731090599044,62.23963289868084
Life expectancy,Estonia,Female,<1 year,Years,1993,74.24687963620359,74.48541188569426,74.00610290786621
Life expectancy,Estonia,Both,<1 year,Years,1993,68.28680093391777,68.44710657568352,68.11784199311761
Life expectancy,Latvia,Male,<1 year,Years,1993,60.94885876294095,61.1027574506985,60.79212216038908
Life expectancy,Latvia,Female,<1 year,Years,1993,73.49040694456701,73.66976629612589,73.30679694063271
Life expectancy,Latvia,Both,<1 year,Years,1993,67.08527593633497,67.21788555345307,66.95372387366788
Life expectancy,Lithuania,Male,<1 year,Years,1993,63.364315111098776,63.50279972622861,63.22710128549862
Life expectancy,Lithuania,Female,<1 year,Years,1993,75.09111226522657,75.26460797799193,74.92035307494122
Life expectancy,Lithuania,Both,<1 year,Years,1993,69.15741665222377,69.27207631238471,69.05060443358532
Life expectancy,Moldova,Male,<1 year,Years,1993,64.03700749980804,64.29794692814015,63.77547793646365
Life expectancy,Moldova,Female,<1 year,Years,1993,70.92759979431091,71.15028205937081,70.69045594934225
Life expectancy,Moldova,Both,<1 year,Years,1993,67.56137168170008,67.80020054135842,67.32427802859247
Life expectancy,Russian Federation,Male,<1 year,Years,1993,59.19853729756245,59.221117008934726,59.1741946276793
Life expectancy,Russian Federation,Female,<1 year,Years,1993,72.1900280523725,72.21733848976562,72.16452555669126
Life expectancy,Russian Federation,Both,<1 year,Years,1993,65.47012654555779,65.48814925455625,65.45317760087758
Life expectancy,Ukraine,Male,<1 year,Years,1993,63.406737886509895,63.59766239513504,63.18969091184303
Life expectancy,Ukraine,Female,<1 year,Years,1993,73.46409331591596,73.64976473854722,73.25948151040525
Life expectancy,Ukraine,Both,<1 year,Years,1993,68.49489328632168,68.6641834443602,68.31103331823832
Life expectancy,Andorra,Male,<1 year,Years,1993,76.59367141118588,77.59290595479854,75.1278470157566
Life expectancy,Andorra,Female,<1 year,Years,1993,82.84429328973975,84.65574387492141,81.12268097865298
Life expectancy,Andorra,Both,<1 year,Years,1993,79.30859554062779,80.2462484058642,78.17258369604431
Life expectancy,Austria,Male,<1 year,Years,1993,72.83222418779329,72.95179041039772,72.71901879815653
Life expectancy,Austria,Female,<1 year,Years,1993,79.3084181667539,79.44679880246865,79.17651131031087
Life expectancy,Austria,Both,<1 year,Years,1993,76.233057904152,76.32696175851987,76.13279075068122
Life expectancy,Belgium,Male,<1 year,Years,1993,73.0699043506109,73.17467315759944,72.96392005786386
Life expectancy,Belgium,Female,<1 year,Years,1993,79.8303451575404,79.96074621201653,79.70958144996183
Life expectancy,Belgium,Both,<1 year,Years,1993,76.4784435715318,76.56200632738661,76.39510924090784
Life expectancy,Cyprus,Male,<1 year,Years,1993,74.33537857441141,74.67171694402958,73.97524155849986
Life expectancy,Cyprus,Female,<1 year,Years,1993,78.73487824437208,79.05953768635247,78.42468380253287
Life expectancy,Cyprus,Both,<1 year,Years,1993,76.51531959221023,76.76351030794156,76.2639025405933
Life expectancy,Denmark,Male,<1 year,Years,1993,72.76032244095563,72.8930337387327,72.63607327623352
Life expectancy,Denmark,Female,<1 year,Years,1993,77.94743296306468,78.10905470070273,77.78899751363197
Life expectancy,Denmark,Both,<1 year,Years,1993,75.36417205316702,75.47003712732236,75.26233005328179
Life expectancy,Finland,Male,<1 year,Years,1993,72.29956352789259,72.44119285900473,72.1708202536014
Life expectancy,Finland,Female,<1 year,Years,1993,79.71118663042667,79.88067861087974,79.5487555616143
Life expectancy,Finland,Both,<1 year,Years,1993,76.09683701544351,76.2077953140775,75.98871207548869
Life expectancy,France,Male,<1 year,Years,1993,73.4777013694959,73.52745634885656,73.43159981621208
Life expectancy,France,Female,<1 year,Years,1993,81.54679365326014,81.60061191276756,81.49140499318234
Life expectancy,France,Both,<1 year,Years,1993,77.50808803308618,77.54626426938115,77.47069156729394
Life expectancy,Germany,Male,<1 year,Years,1993,72.83117222403878,72.87026108237129,72.79325344475784
Life expectancy,Germany,Female,<1 year,Years,1993,79.28103656143506,79.32679930235956,79.2325121090465
Life expectancy,Germany,Both,<1 year,Years,1993,76.21223016467044,76.24404123549493,76.1810720697428
Life expectancy,Greece,Male,<1 year,Years,1993,74.98687101756975,75.0914956084865,74.87993754922844
Life expectancy,Greece,Female,<1 year,Years,1993,80.93489288635773,81.0653619679835,80.80464705373723
Life expectancy,Greece,Both,<1 year,Years,1993,77.9027215780453,77.98713118573023,77.81808917358397
Life expectancy,Iceland,Male,<1 year,Years,1993,76.35218133393799,76.64454400745828,76.04175677721491
Life expectancy,Iceland,Female,<1 year,Years,1993,80.54687997699222,80.83733926560923,80.24849640330578
Life expectancy,Iceland,Both,<1 year,Years,1993,78.44670924741514,78.66392371482011,78.22713417374412
Life expectancy,Ireland,Male,<1 year,Years,1993,72.67482931753236,72.82870832650998,72.51055731682371
Life expectancy,Ireland,Female,<1 year,Years,1993,78.31809962318606,78.51624555513189,78.12346104453084
Life expectancy,Ireland,Both,<1 year,Years,1993,75.42594727634338,75.55601834487702,75.29874943547846
Life expectancy,Israel,Male,<1 year,Years,1993,75.54752450124631,75.70496114405383,75.38571947529606
Life expectancy,Israel,Female,<1 year,Years,1993,79.23700028992795,79.41366312776923,79.0479569134538
Life expectancy,Israel,Both,<1 year,Years,1993,77.44219407389171,77.56463574543537,77.31592583344724
Life expectancy,Italy,Male,<1 year,Years,1993,74.42771058583084,74.47379074513644,74.37792579313998
Life expectancy,Italy,Female,<1 year,Years,1993,80.81550198683384,80.87612428633284,80.75548305167617
Life expectancy,Italy,Both,<1 year,Years,1993,77.67803259374064,77.72017190869596,77.6391471163284
Life expectancy,Luxembourg,Male,<1 year,Years,1993,72.46225070126332,72.70626333524238,72.2082822390525
Life expectancy,Luxembourg,Female,<1 year,Years,1993,79.45409083869265,79.71155722891284,79.19772782973631
Life expectancy,Luxembourg,Both,<1 year,Years,1993,76.01463334913275,76.19565618158808,75.82672098586781
Life expectancy,Malta,Male,<1 year,Years,1993,74.97641796152692,75.24443236071451,74.72272000181795
Life expectancy,Malta,Female,<1 year,Years,1993,79.42789630850069,79.71184135462188,79.14950004662359
Life expectancy,Malta,Both,<1 year,Years,1993,77.25964305993007,77.45632241062938,77.0629055923107
Life expectancy,Netherlands,Male,<1 year,Years,1993,74.031816193625,74.11753974888846,73.94695140019952
Life expectancy,Netherlands,Female,<1 year,Years,1993,80.06984494915402,80.16945419974539,79.96817788458695
Life expectancy,Netherlands,Both,<1 year,Years,1993,77.10270165606181,77.17039818695176,77.03196370093109
Life expectancy,Norway,Male,<1 year,Years,1993,74.37783266492944,74.45826915170306,74.29442250487365
Life expectancy,Norway,Female,<1 year,Years,1993,80.39318006040975,80.47750671802541,80.30800528720027
Life expectancy,Norway,Both,<1 year,Years,1993,77.37566039033914,77.43852797675295,77.31023613290323
Life expectancy,Portugal,Male,<1 year,Years,1993,71.07539890111309,71.17365607239542,70.96427765809365
Life expectancy,Portugal,Female,<1 year,Years,1993,78.06185325165325,78.18604275026533,77.94422034120443
Life expectancy,Portugal,Both,<1 year,Years,1993,74.5670323253185,74.648816502775,74.48088688881505
Life expectancy,Spain,Male,<1 year,Years,1993,74.11410073817291,74.16958293830031,74.05735685996048
Life expectancy,Spain,Female,<1 year,Years,1993,81.31438512450136,81.38554587049663,81.24273281580138
Life expectancy,Spain,Both,<1 year,Years,1993,77.71226756920821,77.76169560089264,77.66395127905895
Life expectancy,Sweden,Male,<1 year,Years,1993,75.66189829530579,75.77332401615273,75.54454354258239
Life expectancy,Sweden,Female,<1 year,Years,1993,81.03239667340996,81.15646765981712,80.91163526760529
Life expectancy,Sweden,Both,<1 year,Years,1993,78.35200420583394,78.4379713016421,78.26463387583541
Life expectancy,Switzerland,Male,<1 year,Years,1993,75.27328856045945,75.40187127274443,75.14270293862315
Life expectancy,Switzerland,Female,<1 year,Years,1993,81.74703462723983,81.88382907890025,81.60738930232053
Life expectancy,Switzerland,Both,<1 year,Years,1993,78.57827953782562,78.68225346877966,78.47283154300226
Life expectancy,United Kingdom,Male,<1 year,Years,1993,73.58171012051278,73.6108560431697,73.55034740663145
Life expectancy,United Kingdom,Female,<1 year,Years,1993,78.91709271100001,78.94928095807491,78.88721607926206
Life expectancy,United Kingdom,Both,<1 year,Years,1993,76.31008542927205,76.33333558670438,76.28714624256591
Life expectancy,Albania,Male,<1 year,Years,1999,71.49837727781784,72.05302100943076,70.9094989175313
Life expectancy,Albania,Female,<1 year,Years,1999,78.07941156548124,78.63327593205042,77.48590517502895
Life expectancy,Albania,Both,<1 year,Years,1999,74.63282489780347,75.07395430797409,74.17357236380062
Life expectancy,Bosnia and Herzegovina,Male,<1 year,Years,1999,72.31009243223704,73.13305288261155,71.44272766058836
Life expectancy,Bosnia and Herzegovina,Female,<1 year,Years,1999,77.9564612994426,78.7038978072153,77.18046168895735
Life expectancy,Bosnia and Herzegovina,Both,<1 year,Years,1999,75.19191023891626,75.79623623222611,74.60601310079942
Life expectancy,Bulgaria,Male,<1 year,Years,1999,68.23200010876454,68.34456186116904,68.11960160500425
Life expectancy,Bulgaria,Female,<1 year,Years,1999,74.95256864971357,75.07981114714919,74.82315358046003
Life expectancy,Bulgaria,Both,<1 year,Years,1999,71.50815049659387,71.60310767806247,71.41538140822388
Life expectancy,Croatia,Male,<1 year,Years,1999,70.3020152321589,70.42943196264724,70.17554500535574
Life expectancy,Croatia,Female,<1 year,Years,1999,77.63328845383728,77.81447643459849,77.46574850480481
Life expectancy,Croatia,Both,<1 year,Years,1999,74.00178196649796,74.11055642836209,73.89604050546481
Life expectancy,Czech Republic,Male,<1 year,Years,1999,71.38777588347881,71.47693717091933,71.29452445424418
Life expectancy,Czech Republic,Female,<1 year,Years,1999,78.25209823466909,78.37260657993595,78.13483443838885
Life expectancy,Czech Republic,Both,<1 year,Years,1999,74.85254700372266,74.935096003551,74.76979263448034
Life expectancy,Hungary,Male,<1 year,Years,1999,66.65577754611499,66.73699127332425,66.56822051451411
Life expectancy,Hungary,Female,<1 year,Years,1999,75.50869297817796,75.62029086833462,75.39010025048528
Life expectancy,Hungary,Both,<1 year,Years,1999,71.03628338262556,71.10860164110993,70.95995855550835
Life expectancy,Macedonia,Male,<1 year,Years,1999,71.1312670613724,71.30292677212259,70.93942852641098
Life expectancy,Macedonia,Female,<1 year,Years,1999,76.66546789466756,76.89832139023692,76.43464544945672
Life expectancy,Macedonia,Both,<1 year,Years,1999,73.78189498154038,73.93086852823396,73.61787018194529
Life expectancy,Montenegro,Male,<1 year,Years,1999,70.81752993008652,71.15593966426808,70.4527352060134
Life expectancy,Montenegro,Female,<1 year,Years,1999,76.72360122120381,77.03299110962695,76.40985792274529
Life expectancy,Montenegro,Both,<1 year,Years,1999,73.7576612094942,74.00693517850814,73.50533631053258
Life expectancy,Poland,Male,<1 year,Years,1999,68.91628770242967,68.96551571705477,68.86482117561083
Life expectancy,Poland,Female,<1 year,Years,1999,77.62780034233296,77.6901746870742,77.56199152090218
Life expectancy,Poland,Both,<1 year,Years,1999,73.24204140403734,73.28310707933744,73.19739858614241
Life expectancy,Romania,Male,<1 year,Years,1999,67.22496660427883,67.3026587471231,67.14203318088845
Life expectancy,Romania,Female,<1 year,Years,1999,74.28102712951986,74.36628627345236,74.19631272844957
Life expectancy,Romania,Both,<1 year,Years,1999,70.67533480726331,70.73675949574434,70.6147088400457
Life expectancy,Serbia,Male,<1 year,Years,1999,65.60680298189057,65.80018845904264,65.39156735158687
Life expectancy,Serbia,Female,<1 year,Years,1999,73.50528765115679,73.68293212257507,73.31607894947818
Life expectancy,Serbia,Both,<1 year,Years,1999,69.36954779691736,69.54053597435296,69.17445299873904
Life expectancy,Slovakia,Male,<1 year,Years,1999,68.97600587302588,69.10181666769992,68.8515850449098
Life expectancy,Slovakia,Female,<1 year,Years,1999,77.2210188726106,77.37778799048945,77.06735208810468
Life expectancy,Slovakia,Both,<1 year,Years,1999,73.08927906350716,73.19312817076644,72.98809373953992
Life expectancy,Slovenia,Male,<1 year,Years,1999,71.76066181386129,71.9455643775177,71.57028957717533
Life expectancy,Slovenia,Female,<1 year,Years,1999,79.16550623172817,79.39782925108149,78.9294263083579
Life expectancy,Slovenia,Both,<1 year,Years,1999,75.55985635779469,75.71614496883343,75.41075521124283
Life expectancy,Belarus,Male,<1 year,Years,1999,62.28367219226999,62.46964824555785,62.081159479126214
Life expectancy,Belarus,Female,<1 year,Years,1999,73.96418136740412,74.13930070543255,73.78318349362056
Life expectancy,Belarus,Both,<1 year,Years,1999,67.98329818784185,68.15467519404378,67.79665826617646
Life expectancy,Estonia,Male,<1 year,Years,1999,65.01393872379995,65.2223029495648,64.81498673690625
Life expectancy,Estonia,Female,<1 year,Years,1999,76.10659096970647,76.36407862567515,75.8477808122643
Life expectancy,Estonia,Both,<1 year,Years,1999,70.61157050027006,70.77594495128449,70.43599697217692
Life expectancy,Latvia,Male,<1 year,Years,1999,64.69488115298876,64.8654909052255,64.5145797080476
Life expectancy,Latvia,Female,<1 year,Years,1999,75.55790694411623,75.76541731753346,75.3594672109608
Life expectancy,Latvia,Both,<1 year,Years,1999,70.21689149822429,70.34881115259398,70.08063333737572
Life expectancy,Lithuania,Male,<1 year,Years,1999,66.73667496413309,66.8799685828608,66.58682636857223
Life expectancy,Lithuania,Female,<1 year,Years,1999,77.39954112051012,77.5680141933248,77.21879957332237
Life expectancy,Lithuania,Both,<1 year,Years,1999,72.1630586907504,72.28225136652443,72.04169250056384
Life expectancy,Moldova,Male,<1 year,Years,1999,64.64364965925769,64.88964450274423,64.38402860454072
Life expectancy,Moldova,Female,<1 year,Years,1999,72.53653675760808,72.75312485615332,72.3235033722705
Life expectancy,Moldova,Both,<1 year,Years,1999,68.64248810815742,68.85719199556114,68.41532810188535
Life expectancy,Russian Federation,Male,<1 year,Years,1999,60.07803526517067,60.10227558148417,60.05418596102968
Life expectancy,Russian Federation,Female,<1 year,Years,1999,72.6391053978567,72.66516530491243,72.61541662252581
Life expectancy,Russian Federation,Both,<1 year,Years,1999,66.15533087890712,66.17332067523007,66.13696107075924
Life expectancy,Ukraine,Male,<1 year,Years,1999,63.00732458738128,63.096423573319505,62.92409029538146
Life expectancy,Ukraine,Female,<1 year,Years,1999,73.8734181105749,73.9651005593863,73.77982410523009
Life expectancy,Ukraine,Both,<1 year,Years,1999,68.40280392545478,68.47075625498422,68.33271743121591
Life expectancy,Andorra,Male,<1 year,Years,1999,78.08595238246865,78.96161795390152,77.05384946779701
Life expectancy,Andorra,Female,<1 year,Years,1999,84.43095363253295,85.90930241580749,82.53908675754997
Life expectancy,Andorra,Both,<1 year,Years,1999,80.91426112932685,81.79763622389059,79.89331480658123
Life expectancy,Austria,Male,<1 year,Years,1999,74.93968812651264,75.05927643792158,74.82635658048956
Life expectancy,Austria,Female,<1 year,Years,1999,80.85523427295661,80.99106521029094,80.72445710235517
