measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Western Europe,Both,<1 year,Years,2013,81.52435205305268,81.54049483830184,81.51068424915994
Life expectancy,Central Europe,Male,<1 year,Years,2014,73.16405478711341,73.21321385288749,73.11018105941972
Life expectancy,Central Europe,Female,<1 year,Years,2014,79.95321368390576,79.99859268009665,79.9083991619062
Life expectancy,Central Europe,Both,<1 year,Years,2014,76.56552773288205,76.60162800113777,76.52739315017222
Life expectancy,Eastern Europe,Male,<1 year,Years,2014,65.74271328953881,65.76116718486273,65.72315293670572
Life expectancy,Eastern Europe,Female,<1 year,Years,2014,76.62265870464073,76.64279514640825,76.60177864088887
Life expectancy,Eastern Europe,Both,<1 year,Years,2014,71.23468202590037,71.24904789953695,71.22069887243408
Life expectancy,Western Europe,Male,<1 year,Years,2014,79.31172268056633,79.33119819083883,79.29113608252581
Life expectancy,Western Europe,Female,<1 year,Years,2014,84.10684917742022,84.129412380442,84.08497490979398
Life expectancy,Western Europe,Both,<1 year,Years,2014,81.75716118245806,81.77274657125449,81.74123328129257
Life expectancy,Central Europe,Male,<1 year,Years,1994,67.38125362226286,67.45678614108621,67.30285646524986
Life expectancy,Central Europe,Female,<1 year,Years,1994,75.29820653650238,75.3695920086311,75.22139463681037
Life expectancy,Central Europe,Both,<1 year,Years,1994,71.25906323901637,71.31662028141227,71.19841159670098
Life expectancy,Eastern Europe,Male,<1 year,Years,1994,59.081130272871064,59.12854606314534,59.02765248981196
Life expectancy,Eastern Europe,Female,<1 year,Years,1994,71.85106392856105,71.89799970245058,71.80032021967439
Life expectancy,Eastern Europe,Both,<1 year,Years,1994,65.21710704880532,65.2586734772315,65.17531896132668
Life expectancy,Central Europe,Male,<1 year,Years,2006,70.70807566684766,70.74537082465568,70.67048080886582
Life expectancy,Central Europe,Female,<1 year,Years,2006,78.13704280393371,78.17458399137945,78.09892163219169
Life expectancy,Central Europe,Both,<1 year,Years,2006,74.39984912380196,74.42701280999773,74.36942141303686
Life expectancy,Eastern Europe,Male,<1 year,Years,2006,60.979527009688006,60.99919879709813,60.96056807488896
Life expectancy,Eastern Europe,Female,<1 year,Years,2006,73.59754898646288,73.61704577837111,73.5773551575942
Life expectancy,Eastern Europe,Both,<1 year,Years,2006,67.08856207933691,67.10392505005261,67.0733013072745
Life expectancy,Western Europe,Male,<1 year,Years,2006,77.41232314231475,77.43052907538511,77.39373177461724
Life expectancy,Western Europe,Female,<1 year,Years,2006,82.92807453370051,82.95014639846347,82.90891587020283
Life expectancy,Western Europe,Both,<1 year,Years,2006,80.23038947895242,80.24513805261886,80.21751091394356
Life expectancy,Central Europe,Male,<1 year,Years,2003,69.9423898049357,69.98257707040278,69.89960019724867
Life expectancy,Central Europe,Female,<1 year,Years,2003,77.37133340220784,77.41570485193608,77.32585451165409
Life expectancy,Central Europe,Both,<1 year,Years,2003,73.63017792524224,73.66748590290031,73.59460041265685
Life expectancy,Eastern Europe,Male,<1 year,Years,2003,60.14815892598895,60.16919270353123,60.12695432074168
Life expectancy,Eastern Europe,Female,<1 year,Years,2003,72.74241381903788,72.76366456823142,72.72000796928155
Life expectancy,Eastern Europe,Both,<1 year,Years,2003,66.19246371869055,66.20850816753112,66.17684216690225
Life expectancy,Western Europe,Male,<1 year,Years,2003,76.25949050749377,76.27819071443861,76.24037941795778
Life expectancy,Western Europe,Female,<1 year,Years,2003,81.98425451657636,82.00447138013767,81.96277180613089
Life expectancy,Western Europe,Both,<1 year,Years,2003,79.17814684180104,79.1921970941683,79.16358708667866
Life expectancy,Western Europe,Male,<1 year,Years,1994,73.87932912846188,73.89825692753496,73.85954987579902
Life expectancy,Western Europe,Female,<1 year,Years,1994,80.38238238152066,80.40367714896634,80.3616214625643
Life expectancy,Western Europe,Both,<1 year,Years,1994,77.18914009981444,77.20540460255009,77.17389400821192
Life expectancy,Central Europe,Male,<1 year,Years,1995,67.27682215100833,67.3367516328731,67.21561826530146
Life expectancy,Central Europe,Female,<1 year,Years,1995,75.30069987794562,75.3594121094298,75.24095988190584
Life expectancy,Central Europe,Both,<1 year,Years,1995,71.19936229026793,71.24508909889313,71.155229660548
Life expectancy,Eastern Europe,Male,<1 year,Years,1995,59.3840072640686,59.42657331283756,59.337246658572205
Life expectancy,Eastern Europe,Female,<1 year,Years,1995,72.03644754147821,72.08009095046654,71.98964784399433
Life expectancy,Eastern Europe,Both,<1 year,Years,1995,65.47982105908866,65.51679788303079,65.4390153479226
Life expectancy,Western Europe,Male,<1 year,Years,1995,74.06751171807218,74.08471614849056,74.05053013175706
Life expectancy,Western Europe,Female,<1 year,Years,1995,80.53507661835552,80.55587841945132,80.51313408409263
Life expectancy,Western Europe,Both,<1 year,Years,1995,77.35720946240266,77.37167512058792,77.34336176010459
Life expectancy,Central Europe,Male,<1 year,Years,2015,73.1661827104277,73.21788092151745,73.11340031790952
Life expectancy,Central Europe,Female,<1 year,Years,2015,79.97644127083007,80.02459100525662,79.92620406860159
Life expectancy,Central Europe,Both,<1 year,Years,2015,76.57057826859393,76.6076317812269,76.53146339346131
Life expectancy,Eastern Europe,Male,<1 year,Years,2015,65.44375114045066,65.46248819240843,65.4241834532925
Life expectancy,Eastern Europe,Female,<1 year,Years,2015,76.57657271213226,76.5963486047434,76.55686469077085
Life expectancy,Eastern Europe,Both,<1 year,Years,2015,71.03262424913972,71.04721769991055,71.01724174783487
Life expectancy,Western Europe,Male,<1 year,Years,2015,79.27203094668444,79.293326261055,79.25121655233788
Life expectancy,Western Europe,Female,<1 year,Years,2015,84.05434590555734,84.07809821234926,84.03286977317005
Life expectancy,Western Europe,Both,<1 year,Years,2015,81.70444656381501,81.7211485221076,81.68835712481483
Life expectancy,Western Europe,Male,<1 year,Years,1997,74.75383133725109,74.77205149229934,74.73687161934248
Life expectancy,Western Europe,Female,<1 year,Years,1997,80.99060845165125,81.01058420025636,80.96904603385208
Life expectancy,Western Europe,Both,<1 year,Years,1997,77.93499496092298,77.9498961070779,77.92044933726012
Life expectancy,Central Europe,Male,<1 year,Years,1997,67.90631756239438,67.94646628374961,67.86608733388562
Life expectancy,Central Europe,Female,<1 year,Years,1997,75.66847860670116,75.70621496305486,75.627753458519
Life expectancy,Central Europe,Both,<1 year,Years,1997,71.7189590242923,71.75055291562839,71.68600431211419
Life expectancy,Eastern Europe,Male,<1 year,Years,1997,61.7638907225812,61.79961407875854,61.72581266925827
Life expectancy,Eastern Europe,Female,<1 year,Years,1997,73.32577290121846,73.3614021682889,73.28778675728367
Life expectancy,Eastern Europe,Both,<1 year,Years,1997,67.47298432809005,67.50154186392646,67.44466898157648
Life expectancy,Western Europe,Male,<1 year,Years,1991,73.09617811102858,73.11421413459276,73.0766336502773
Life expectancy,Western Europe,Female,<1 year,Years,1991,79.70826122368274,79.73035810240819,79.68607696067241
Life expectancy,Western Europe,Both,<1 year,Years,1991,76.46005347831185,76.47412977202393,76.4443092860347
